unitid,year,fips,race,sex,completers
118967,2014,6,2,2,17
118967,2014,6,3,1,104
118967,2014,6,3,99,279
118967,2014,6,3,2,175
118967,2014,6,6,1,7
118967,2014,6,6,99,11
118967,2014,6,6,2,4
118967,2014,6,8,1,0
118967,2014,6,8,99,0
118967,2014,6,8,2,0
118967,2014,6,99,1,213
118967,2014,6,99,99,504
118967,2014,6,99,2,291
118967,2014,6,9,1,11
118967,2014,6,9,99,18
118967,2014,6,9,2,7
118967,2014,6,1,1,46
118967,2014,6,1,99,113
118967,2014,6,1,2,67
118967,2015,6,7,1,3
118967,2015,6,7,99,6
118967,2015,6,7,2,3
118967,2015,6,5,1,0
118967,2015,6,5,99,1
118967,2015,6,5,2,1
118967,2015,6,4,1,38
118967,2015,6,4,99,69
118967,2015,6,4,2,31
118967,2015,6,2,1,8
118967,2015,6,2,99,22
118967,2015,6,2,2,14
118967,2015,6,3,1,89
118967,2015,6,3,99,265
118967,2015,6,3,2,176
118967,2015,6,6,1,9
118967,2015,6,6,99,13
118967,2015,6,6,2,4
118967,2015,6,8,1,0
118967,2015,6,8,99,0
118967,2015,6,8,2,0
118967,2015,6,99,1,195
118967,2015,6,99,99,497
118967,2015,6,99,2,302
118967,2015,6,9,1,7
118967,2015,6,9,99,11
118967,2015,6,9,2,4
118967,2015,6,1,1,41
118967,2015,6,1,99,110
118967,2015,6,1,2,69
118976,2014,6,7,1,13
118976,2014,6,7,99,42
118976,2014,6,7,2,29
118976,2014,6,5,1,3
118976,2014,6,5,99,14
118976,2014,6,5,2,11
118976,2014,6,4,1,46
118976,2014,6,4,99,129
118976,2014,6,4,2,83
118976,2014,6,2,1,9
118976,2014,6,2,99,37
118976,2014,6,2,2,28
118976,2014,6,3,1,194
118976,2014,6,3,99,575
118976,2014,6,3,2,381
118976,2014,6,6,1,5
118976,2014,6,6,99,17
118976,2014,6,6,2,12
118976,2014,6,8,1,0
118976,2014,6,8,99,0
118976,2014,6,8,2,0
118976,2014,6,99,1,523
118976,2014,6,99,99,1573
118976,2014,6,99,2,1050
118976,2014,6,9,1,30
118976,2014,6,9,99,80
118976,2014,6,9,2,50
118976,2014,6,1,1,223
118976,2014,6,1,99,679
118976,2014,6,1,2,456
118976,2015,6,7,1,14
118976,2015,6,7,99,41
118976,2015,6,7,2,27
118976,2015,6,5,1,5
118976,2015,6,5,99,14
118976,2015,6,5,2,9
118976,2015,6,4,1,37
118976,2015,6,4,99,128
118976,2015,6,4,2,91
118976,2015,6,2,1,17
118976,2015,6,2,99,41
118976,2015,6,2,2,24
118976,2015,6,3,1,221
118976,2015,6,3,99,687
118976,2015,6,3,2,466
118976,2015,6,6,1,9
118976,2015,6,6,99,18
118976,2015,6,6,2,9
118976,2015,6,8,1,1
118976,2015,6,8,99,2
118976,2015,6,8,2,1
118976,2015,6,99,1,597
118976,2015,6,99,99,1723
118976,2015,6,99,2,1126
118976,2015,6,9,1,26
118976,2015,6,9,99,81
118976,2015,6,9,2,55
118976,2015,6,1,1,267
118976,2015,6,1,99,711
118976,2015,6,1,2,444
118994,2014,6,7,1,0
118994,2014,6,7,99,0
118994,2014,6,7,2,0
118994,2014,6,5,1,0
118994,2014,6,5,99,0
118994,2014,6,5,2,0
118994,2014,6,4,1,6
118994,2014,6,4,99,6
118994,2014,6,4,2,0
118994,2014,6,2,1,40
118994,2014,6,2,99,48
118994,2014,6,2,2,8
118994,2014,6,3,1,11
118994,2014,6,3,99,15
118994,2014,6,3,2,4
118994,2014,6,6,1,0
118994,2014,6,6,99,0
118994,2014,6,6,2,0
118994,2014,6,8,1,0
118994,2014,6,8,99,0
118994,2014,6,8,2,0
118994,2014,6,99,1,60
118994,2014,6,99,99,73
118994,2014,6,99,2,13
118994,2014,6,9,1,0
118994,2014,6,9,99,1
118994,2014,6,9,2,1
118994,2014,6,1,1,3
118994,2014,6,1,99,3
118994,2014,6,1,2,0
118994,2015,6,7,1,2
118994,2015,6,7,99,3
118994,2015,6,7,2,1
118994,2015,6,5,1,0
118994,2015,6,5,99,0
118994,2015,6,5,2,0
118994,2015,6,4,1,0
118994,2015,6,4,99,3
118994,2015,6,4,2,3
118994,2015,6,2,1,43
118994,2015,6,2,99,59
118994,2015,6,2,2,16
118994,2015,6,3,1,8
118994,2015,6,3,99,13
118994,2015,6,3,2,5
118994,2015,6,6,1,0
118994,2015,6,6,99,0
118994,2015,6,6,2,0
118994,2015,6,8,1,0
118994,2015,6,8,99,0
118994,2015,6,8,2,0
118994,2015,6,99,1,57
118994,2015,6,99,99,85
118994,2015,6,99,2,28
118994,2015,6,9,1,1
118994,2015,6,9,99,1
118994,2015,6,9,2,0
118994,2015,6,1,1,3
118994,2015,6,1,99,6
118994,2015,6,1,2,3
119058,2014,6,7,1,3
119058,2014,6,7,99,8
119058,2014,6,7,2,5
119058,2014,6,5,1,0
119058,2014,6,5,99,0
119058,2014,6,5,2,0
119058,2014,6,4,1,6
119058,2014,6,4,99,22
119058,2014,6,4,2,16
119058,2014,6,2,1,2
119058,2014,6,2,99,6
119058,2014,6,2,2,4
119058,2014,6,3,1,10
119058,2014,6,3,99,27
119058,2014,6,3,2,17
119058,2014,6,6,1,0
119058,2014,6,6,99,1
119058,2014,6,6,2,1
119058,2014,6,8,1,28
119058,2014,6,8,99,99
119058,2014,6,8,2,71
119058,2014,6,99,1,120
119058,2014,6,99,99,338
119058,2014,6,99,2,218
119058,2014,6,9,1,12
119058,2014,6,9,99,31
119058,2014,6,9,2,19
119058,2014,6,1,1,59
119058,2014,6,1,99,144
119058,2014,6,1,2,85
119058,2015,6,7,1,4
119058,2015,6,7,99,13
119058,2015,6,7,2,9
119058,2015,6,5,1,0
119058,2015,6,5,99,0
119058,2015,6,5,2,0
119058,2015,6,4,1,4
119058,2015,6,4,99,17
119058,2015,6,4,2,13
119058,2015,6,2,1,4
119058,2015,6,2,99,7
119058,2015,6,2,2,3
119058,2015,6,3,1,13
119058,2015,6,3,99,29
119058,2015,6,3,2,16
119058,2015,6,6,1,0
119058,2015,6,6,99,0
119058,2015,6,6,2,0
119058,2015,6,8,1,26
119058,2015,6,8,99,97
119058,2015,6,8,2,71
119058,2015,6,99,1,115
119058,2015,6,99,99,339
119058,2015,6,99,2,224
119058,2015,6,9,1,10
119058,2015,6,9,99,35
119058,2015,6,9,2,25
119058,2015,6,1,1,54
119058,2015,6,1,99,141
119058,2015,6,1,2,87
119067,2014,6,7,1,8
119067,2014,6,7,99,29
119067,2014,6,7,2,21
119067,2014,6,5,1,0
119067,2014,6,5,99,2
119067,2014,6,5,2,2
119067,2014,6,4,1,20
119067,2014,6,4,99,56
119067,2014,6,4,2,36
119067,2014,6,2,1,11
119067,2014,6,2,99,20
119067,2014,6,2,2,9
119067,2014,6,3,1,84
119067,2014,6,3,99,182
119067,2014,6,3,2,98
119067,2014,6,6,1,2
119067,2014,6,6,99,5
119067,2014,6,6,2,3
119067,2014,6,8,1,2
119067,2014,6,8,99,9
119067,2014,6,8,2,7
119067,2014,6,99,1,230
119067,2014,6,99,99,566
119067,2014,6,99,2,336
119067,2014,6,9,1,12
119067,2014,6,9,99,27
119067,2014,6,9,2,15
119067,2014,6,1,1,91
119067,2014,6,1,99,236
119067,2014,6,1,2,145
119067,2015,6,7,1,11
119067,2015,6,7,99,30
119067,2015,6,7,2,19
119067,2015,6,5,1,0
119067,2015,6,5,99,2
119067,2015,6,5,2,2
119067,2015,6,4,1,15
119067,2015,6,4,99,33
119067,2015,6,4,2,18
119067,2015,6,2,1,8
119067,2015,6,2,99,21
119067,2015,6,2,2,13
119067,2015,6,3,1,64
119067,2015,6,3,99,171
119067,2015,6,3,2,107
119067,2015,6,6,1,4
119067,2015,6,6,99,4
119067,2015,6,6,2,0
119067,2015,6,8,1,1
119067,2015,6,8,99,1
119067,2015,6,8,2,0
119067,2015,6,99,1,166
119067,2015,6,99,99,438
119067,2015,6,99,2,272
119067,2015,6,9,1,3
119067,2015,6,9,99,11
119067,2015,6,9,2,8
119067,2015,6,1,1,60
119067,2015,6,1,99,165
119067,2015,6,1,2,105
119137,2014,6,7,1,16
119137,2014,6,7,99,49
119137,2014,6,7,2,33
119137,2014,6,5,1,3
119137,2014,6,5,99,5
119137,2014,6,5,2,2
119137,2014,6,4,1,45
119137,2014,6,4,99,106
119137,2014,6,4,2,61
119137,2014,6,2,1,12
119137,2014,6,2,99,20
119137,2014,6,2,2,8
119137,2014,6,3,1,126
119137,2014,6,3,99,376
119137,2014,6,3,2,250
119137,2014,6,6,1,1
119137,2014,6,6,99,4
119137,2014,6,6,2,3
119137,2014,6,8,1,2
119137,2014,6,8,99,5
119137,2014,6,8,2,3
119137,2014,6,99,1,511
119137,2014,6,99,99,1361
119137,2014,6,99,2,850
119137,2014,6,9,1,15
119137,2014,6,9,99,53
119137,2014,6,9,2,38
119137,2014,6,1,1,291
119137,2014,6,1,99,743
119137,2014,6,1,2,452
119137,2015,6,7,1,29
119137,2015,6,7,99,63
119137,2015,6,7,2,34
119137,2015,6,5,1,0
119137,2015,6,5,99,6
119137,2015,6,5,2,6
119137,2015,6,4,1,55
119137,2015,6,4,99,121
119137,2015,6,4,2,66
119137,2015,6,2,1,12
119137,2015,6,2,99,27
119137,2015,6,2,2,15
119137,2015,6,3,1,166
119137,2015,6,3,99,426
119137,2015,6,3,2,260
119137,2015,6,6,1,0
119137,2015,6,6,99,3
119137,2015,6,6,2,3
119137,2015,6,8,1,8
119137,2015,6,8,99,15
119137,2015,6,8,2,7
119137,2015,6,99,1,627
119137,2015,6,99,99,1565
119137,2015,6,99,2,938
119137,2015,6,9,1,7
119137,2015,6,9,99,17
119137,2015,6,9,2,10
119137,2015,6,1,1,350
119137,2015,6,1,99,887
119137,2015,6,1,2,537
119164,2014,6,7,1,32
119164,2014,6,7,99,73
119164,2014,6,7,2,41
119164,2014,6,5,1,5
119164,2014,6,5,99,7
119164,2014,6,5,2,2
119164,2014,6,4,1,252
119164,2014,6,4,99,494
119164,2014,6,4,2,242
119164,2014,6,2,1,53
119164,2014,6,2,99,113
119164,2014,6,2,2,60
119164,2014,6,3,1,602
119164,2014,6,3,99,1394
119164,2014,6,3,2,792
119164,2014,6,6,1,5
119164,2014,6,6,99,6
119164,2014,6,6,2,1
119164,2014,6,8,1,12
119164,2014,6,8,99,24
119164,2014,6,8,2,12
119164,2014,6,99,1,1168
119164,2014,6,99,99,2608
119164,2014,6,99,2,1440
119164,2014,6,9,1,29
119164,2014,6,9,99,58
119164,2014,6,9,2,29
119164,2014,6,1,1,178
119164,2014,6,1,99,439
119164,2014,6,1,2,261
119164,2015,6,7,1,44
119164,2015,6,7,99,87
119164,2015,6,7,2,43
119164,2015,6,5,1,0
119164,2015,6,5,99,3
119164,2015,6,5,2,3
119164,2015,6,4,1,226
119164,2015,6,4,99,484
119164,2015,6,4,2,258
119164,2015,6,2,1,48
119164,2015,6,2,99,105
119164,2015,6,2,2,57
119164,2015,6,3,1,643
119164,2015,6,3,99,1528
119164,2015,6,3,2,885
119164,2015,6,6,1,5
119164,2015,6,6,99,8
119164,2015,6,6,2,3
119164,2015,6,8,1,7
119164,2015,6,8,99,21
119164,2015,6,8,2,14
119164,2015,6,99,1,1187
119164,2015,6,99,99,2694
119164,2015,6,99,2,1507
119164,2015,6,9,1,20
119164,2015,6,9,99,37
119164,2015,6,9,2,17
119164,2015,6,1,1,194
119164,2015,6,1,99,421
119164,2015,6,1,2,227
119173,2014,6,7,1,2
119173,2014,6,7,99,18
119173,2014,6,7,2,16
119173,2014,6,5,1,0
119173,2014,6,5,99,2
119173,2014,6,5,2,2
119173,2014,6,4,1,20
119173,2014,6,4,99,136
119173,2014,6,4,2,116
119173,2014,6,2,1,6
119173,2014,6,2,99,66
119173,2014,6,2,2,60
119173,2014,6,3,1,27
119173,2014,6,3,99,466
119173,2014,6,3,2,439
119173,2014,6,6,1,1
119173,2014,6,6,99,11
119173,2014,6,6,2,10
119173,2014,6,8,1,1
119173,2014,6,8,99,8
119173,2014,6,8,2,7
119173,2014,6,99,1,85
119173,2014,6,99,99,910
119173,2014,6,99,2,825
119173,2014,6,9,1,6
119173,2014,6,9,99,48
119173,2014,6,9,2,42
119173,2014,6,1,1,22
119173,2014,6,1,99,155
119173,2014,6,1,2,133
119173,2015,6,7,1,2
119173,2015,6,7,99,19
119173,2015,6,7,2,17
119173,2015,6,5,1,1
119173,2015,6,5,99,3
119173,2015,6,5,2,2
119173,2015,6,4,1,27
119173,2015,6,4,99,147
119173,2015,6,4,2,120
119173,2015,6,2,1,6
119173,2015,6,2,99,64
119173,2015,6,2,2,58
119173,2015,6,3,1,25
119173,2015,6,3,99,506
119173,2015,6,3,2,481
119173,2015,6,6,1,1
119173,2015,6,6,99,8
119173,2015,6,6,2,7
119173,2015,6,8,1,3
119173,2015,6,8,99,7
119173,2015,6,8,2,4
119173,2015,6,99,1,98
119173,2015,6,99,99,949
119173,2015,6,99,2,851
119173,2015,6,9,1,8
119173,2015,6,9,99,46
119173,2015,6,9,2,38
119173,2015,6,1,1,25
119173,2015,6,1,99,149
119173,2015,6,1,2,124
119216,2014,6,7,1,16
119216,2014,6,7,99,45
119216,2014,6,7,2,29
119216,2014,6,5,1,3
119216,2014,6,5,99,6
119216,2014,6,5,2,3
119216,2014,6,4,1,41
119216,2014,6,4,99,92
119216,2014,6,4,2,51
119216,2014,6,2,1,29
119216,2014,6,2,99,70
119216,2014,6,2,2,41
119216,2014,6,3,1,147
119216,2014,6,3,99,411
119216,2014,6,3,2,264
119216,2014,6,6,1,3
119216,2014,6,6,99,7
119216,2014,6,6,2,4
119216,2014,6,8,1,0
119216,2014,6,8,99,0
119216,2014,6,8,2,0
119216,2014,6,99,1,424
119216,2014,6,99,99,1135
119216,2014,6,99,2,711
119216,2014,6,9,1,18
119216,2014,6,9,99,35
119216,2014,6,9,2,17
119216,2014,6,1,1,167
119216,2014,6,1,99,469
119216,2014,6,1,2,302
119216,2015,6,7,1,34
119216,2015,6,7,99,69
119216,2015,6,7,2,35
119216,2015,6,5,1,4
119216,2015,6,5,99,5
119216,2015,6,5,2,1
119216,2015,6,4,1,40
119216,2015,6,4,99,95
119216,2015,6,4,2,55
119216,2015,6,2,1,37
119216,2015,6,2,99,77
119216,2015,6,2,2,40
119216,2015,6,3,1,204
119216,2015,6,3,99,551
119216,2015,6,3,2,347
119216,2015,6,6,1,1
119216,2015,6,6,99,4
119216,2015,6,6,2,3
119216,2015,6,8,1,0
119216,2015,6,8,99,0
119216,2015,6,8,2,0
119216,2015,6,99,1,492
119216,2015,6,99,99,1254
119216,2015,6,99,2,762
119216,2015,6,9,1,9
119216,2015,6,9,99,21
119216,2015,6,9,2,12
119216,2015,6,1,1,163
119216,2015,6,1,99,432
119216,2015,6,1,2,269
119234,2014,6,7,1,0
119234,2014,6,7,99,0
119234,2014,6,7,2,0
119234,2014,6,5,1,0
119234,2014,6,5,99,0
119234,2014,6,5,2,0
119234,2014,6,4,1,0
119234,2014,6,4,99,0
119234,2014,6,4,2,0
119234,2014,6,2,1,1
119234,2014,6,2,99,3
119234,2014,6,2,2,2
119234,2014,6,3,1,2
119234,2014,6,3,99,3
119234,2014,6,3,2,1
119234,2014,6,6,1,0
119234,2014,6,6,99,0
119234,2014,6,6,2,0
119234,2014,6,8,1,0
119234,2014,6,8,99,0
119234,2014,6,8,2,0
119234,2014,6,99,1,27
119234,2014,6,99,99,65
119234,2014,6,99,2,38
119234,2014,6,9,1,19
119234,2014,6,9,99,49
119234,2014,6,9,2,30
119234,2014,6,1,1,5
119234,2014,6,1,99,10
119234,2014,6,1,2,5
119270,2014,6,7,1,24
119270,2014,6,7,99,32
119270,2014,6,7,2,8
119270,2014,6,5,1,7
119270,2014,6,5,99,8
119270,2014,6,5,2,1
119270,2014,6,4,1,17
119270,2014,6,4,99,20
119270,2014,6,4,2,3
119270,2014,6,2,1,20
119270,2014,6,2,99,28
119270,2014,6,2,2,8
119270,2014,6,3,1,70
119270,2014,6,3,99,88
119270,2014,6,3,2,18
119270,2014,6,6,1,0
119270,2014,6,6,99,0
119270,2014,6,6,2,0
119270,2014,6,8,1,157
119270,2014,6,8,99,200
119270,2014,6,8,2,43
119270,2014,6,99,1,496
119270,2014,6,99,99,621
119270,2014,6,99,2,125
119270,2014,6,9,1,30
119270,2014,6,9,99,34
119270,2014,6,9,2,4
119270,2014,6,1,1,171
119270,2014,6,1,99,211
119270,2014,6,1,2,40
119270,2015,6,7,1,22
119270,2015,6,7,99,27
119270,2015,6,7,2,5
119270,2015,6,5,1,4
119270,2015,6,5,99,7
119270,2015,6,5,2,3
119270,2015,6,4,1,19
119270,2015,6,4,99,21
119270,2015,6,4,2,2
119270,2015,6,2,1,24
119270,2015,6,2,99,27
119270,2015,6,2,2,3
119270,2015,6,3,1,63
119270,2015,6,3,99,69
119270,2015,6,3,2,6
119270,2015,6,6,1,2
119270,2015,6,6,99,2
119270,2015,6,6,2,0
119270,2015,6,8,1,148
119270,2015,6,8,99,207
119270,2015,6,8,2,59
119270,2015,6,99,1,419
119270,2015,6,99,99,528
119270,2015,6,99,2,109
119270,2015,6,9,1,23
119270,2015,6,9,99,27
119270,2015,6,9,2,4
119270,2015,6,1,1,114
119270,2015,6,1,99,141
119270,2015,6,1,2,27
119331,2014,6,7,1,14
119331,2014,6,7,99,36
119331,2014,6,7,2,22
119331,2014,6,5,1,2
119331,2014,6,5,99,6
119331,2014,6,5,2,4
119331,2014,6,4,1,52
119331,2014,6,4,99,122
119331,2014,6,4,2,70
119331,2014,6,2,1,13
119331,2014,6,2,99,41
119331,2014,6,2,2,28
119331,2014,6,3,1,90
119331,2014,6,3,99,218
119331,2014,6,3,2,128
119331,2014,6,6,1,2
119331,2014,6,6,99,4
119331,2014,6,6,2,2
119331,2014,6,8,1,0
119331,2014,6,8,99,2
119331,2014,6,8,2,2
119331,2014,6,99,1,270
119331,2014,6,99,99,639
119331,2014,6,99,2,369
119331,2014,6,9,1,7
119331,2014,6,9,99,18
119331,2014,6,9,2,11
119331,2014,6,1,1,90
119331,2014,6,1,99,192
119331,2014,6,1,2,102
119331,2015,6,7,1,8
119331,2015,6,7,99,36
119331,2015,6,7,2,28
119331,2015,6,5,1,1
119331,2015,6,5,99,3
119331,2015,6,5,2,2
119331,2015,6,4,1,48
119331,2015,6,4,99,126
119331,2015,6,4,2,78
119331,2015,6,2,1,8
119331,2015,6,2,99,35
119331,2015,6,2,2,27
119331,2015,6,3,1,86
119331,2015,6,3,99,272
119331,2015,6,3,2,186
119331,2015,6,6,1,0
119331,2015,6,6,99,1
119331,2015,6,6,2,1
119331,2015,6,8,1,1
119331,2015,6,8,99,3
119331,2015,6,8,2,2
119331,2015,6,99,1,237
119331,2015,6,99,99,694
119331,2015,6,99,2,457
119331,2015,6,9,1,6
119331,2015,6,9,99,16
119331,2015,6,9,2,10
119331,2015,6,1,1,79
119331,2015,6,1,99,202
119331,2015,6,1,2,123
119553,2014,6,7,1,18
119553,2014,6,7,99,54
119553,2014,6,7,2,36
119553,2014,6,5,1,1
119553,2014,6,5,99,4
119553,2014,6,5,2,3
119553,2014,6,4,1,17
119553,2014,6,4,99,49
119553,2014,6,4,2,32
119553,2014,6,2,1,12
119553,2014,6,2,99,47
119553,2014,6,2,2,35
119553,2014,6,3,1,59
119553,2014,6,3,99,167
119553,2014,6,3,2,108
119553,2014,6,6,1,8
119553,2014,6,6,99,13
119553,2014,6,6,2,5
119553,2014,6,8,1,0
119553,2014,6,8,99,0
119553,2014,6,8,2,0
119553,2014,6,99,1,198
119553,2014,6,99,99,593
119553,2014,6,99,2,395
119553,2014,6,9,1,3
119553,2014,6,9,99,7
119553,2014,6,9,2,4
119553,2014,6,1,1,80
119553,2014,6,1,99,252
119553,2014,6,1,2,172
119553,2015,6,7,1,25
119553,2015,6,7,99,83
119553,2015,6,7,2,58
119553,2015,6,5,1,2
119553,2015,6,5,99,9
119553,2015,6,5,2,7
119553,2015,6,4,1,30
119553,2015,6,4,99,59
119553,2015,6,4,2,29
119553,2015,6,2,1,27
119553,2015,6,2,99,70
119553,2015,6,2,2,43
119553,2015,6,3,1,24
119553,2015,6,3,99,72
119553,2015,6,3,2,48
119553,2015,6,6,1,7
119553,2015,6,6,99,13
119553,2015,6,6,2,6
119553,2015,6,8,1,0
119553,2015,6,8,99,5
119553,2015,6,8,2,5
119553,2015,6,99,1,241
119553,2015,6,99,99,696
119553,2015,6,99,2,455
119553,2015,6,9,1,39
119553,2015,6,9,99,83
119553,2015,6,9,2,44
119553,2015,6,1,1,87
119553,2015,6,1,99,302
119553,2015,6,1,2,215
119605,2014,6,7,1,69
119605,2014,6,7,99,172
119605,2014,6,7,2,103
119605,2014,6,5,1,6
119605,2014,6,5,99,25
119605,2014,6,5,2,19
119605,2014,6,4,1,157
119605,2014,6,4,99,440
119605,2014,6,4,2,283
119605,2014,6,2,1,227
119605,2014,6,2,99,532
119605,2014,6,2,2,305
119605,2014,6,3,1,432
119605,2014,6,3,99,1164
119605,2014,6,3,2,732
119605,2014,6,6,1,24
119605,2014,6,6,99,55
119605,2014,6,6,2,31
119605,2014,6,8,1,92
119605,2014,6,8,99,181
119605,2014,6,8,2,89
119605,2014,6,99,1,2006
119605,2014,6,99,99,5151
119605,2014,6,99,2,3145
119605,2014,6,9,1,83
119605,2014,6,9,99,261
119605,2014,6,9,2,178
119605,2014,6,1,1,916
119605,2014,6,1,99,2321
119605,2014,6,1,2,1405
119605,2015,6,7,1,71
119605,2015,6,7,99,193
119605,2015,6,7,2,122
119605,2015,6,5,1,11
119605,2015,6,5,99,23
119605,2015,6,5,2,12
119605,2015,6,4,1,190
119605,2015,6,4,99,486
119605,2015,6,4,2,296
119605,2015,6,2,1,210
119605,2015,6,2,99,503
119605,2015,6,2,2,293
119605,2015,6,3,1,428
119605,2015,6,3,99,1207
119605,2015,6,3,2,779
119605,2015,6,6,1,32
119605,2015,6,6,99,75
119605,2015,6,6,2,43
119605,2015,6,8,1,136
119605,2015,6,8,99,209
119605,2015,6,8,2,73
119605,2015,6,99,1,2001
119605,2015,6,99,99,5187
119605,2015,6,99,2,3186
119605,2015,6,9,1,59
119605,2015,6,9,99,232
119605,2015,6,9,2,173
119605,2015,6,1,1,864
119605,2015,6,1,99,2259
119605,2015,6,1,2,1395
119678,2014,6,7,1,0
119678,2014,6,7,99,0
119678,2014,6,7,2,0
119678,2014,6,5,1,8
119678,2014,6,5,99,10
119678,2014,6,5,2,2
119678,2014,6,4,1,84
119678,2014,6,4,99,108
119678,2014,6,4,2,24
119678,2014,6,2,1,69
119678,2014,6,2,99,98
119678,2014,6,2,2,29
119678,2014,6,3,1,91
119678,2014,6,3,99,116
119678,2014,6,3,2,25
119678,2014,6,6,1,0
119678,2014,6,6,99,0
119678,2014,6,6,2,0
119678,2014,6,8,1,142
119678,2014,6,8,99,154
119678,2014,6,8,2,12
119678,2014,6,99,1,1896
119678,2014,6,99,99,2214
119678,2014,6,99,2,318
119678,2014,6,9,1,474
119678,2014,6,9,99,522
119678,2014,6,9,2,48
119678,2014,6,1,1,1028
119678,2014,6,1,99,1206
119678,2014,6,1,2,178
119678,2015,6,7,1,0
119678,2015,6,7,99,0
119678,2015,6,7,2,0
119678,2015,6,5,1,11
119678,2015,6,5,99,11
119678,2015,6,5,2,0
119678,2015,6,4,1,92
119678,2015,6,4,99,120
119678,2015,6,4,2,28
119678,2015,6,2,1,51
119678,2015,6,2,99,80
119678,2015,6,2,2,29
119678,2015,6,3,1,89
119678,2015,6,3,99,112
119678,2015,6,3,2,23
119678,2015,6,6,1,0
119678,2015,6,6,99,0
119678,2015,6,6,2,0
119678,2015,6,8,1,106
119678,2015,6,8,99,115
119678,2015,6,8,2,9
119678,2015,6,99,1,1925
119678,2015,6,99,99,2238
119678,2015,6,99,2,313
119678,2015,6,9,1,562
119678,2015,6,9,99,620
119678,2015,6,9,2,58
119678,2015,6,1,1,1014
119678,2015,6,1,99,1180
119678,2015,6,1,2,166
119775,2014,6,7,1,3
119775,2014,6,7,99,5
119775,2014,6,7,2,2
119775,2014,6,5,1,1
119775,2014,6,5,99,1
119775,2014,6,5,2,0
119775,2014,6,4,1,10
119775,2014,6,4,99,16
119775,2014,6,4,2,6
119775,2014,6,2,1,2
119775,2014,6,2,99,7
119775,2014,6,2,2,5
119775,2014,6,3,1,21
119775,2014,6,3,99,23
119775,2014,6,3,2,2
119775,2014,6,6,1,0
119775,2014,6,6,99,0
119775,2014,6,6,2,0
119775,2014,6,8,1,14
119775,2014,6,8,99,17
119775,2014,6,8,2,3
119775,2014,6,99,1,95
119775,2014,6,99,99,126
119775,2014,6,99,2,31
119775,2014,6,9,1,7
119775,2014,6,9,99,12
119775,2014,6,9,2,5
119775,2014,6,1,1,37
119775,2014,6,1,99,45
119775,2014,6,1,2,8
119775,2015,6,7,1,1
119775,2015,6,7,99,2
119775,2015,6,7,2,1
119775,2015,6,5,1,0
119775,2015,6,5,99,0
119775,2015,6,5,2,0
119775,2015,6,4,1,4
119775,2015,6,4,99,10
119775,2015,6,4,2,6
119775,2015,6,2,1,1
119775,2015,6,2,99,2
119775,2015,6,2,2,1
119775,2015,6,3,1,34
119775,2015,6,3,99,50
119775,2015,6,3,2,16
119775,2015,6,6,1,0
119775,2015,6,6,99,0
119775,2015,6,6,2,0
119775,2015,6,8,1,17
119775,2015,6,8,99,24
119775,2015,6,8,2,7
119775,2015,6,99,1,84
119775,2015,6,99,99,130
119775,2015,6,99,2,46
119775,2015,6,9,1,5
119775,2015,6,9,99,7
119775,2015,6,9,2,2
119775,2015,6,1,1,22
119775,2015,6,1,99,35
119775,2015,6,1,2,13
119845,2014,6,7,1,0
119845,2014,6,7,99,1
119845,2014,6,7,2,1
119845,2014,6,5,1,0
119845,2014,6,5,99,0
119845,2014,6,5,2,0
119845,2014,6,4,1,0
119845,2014,6,4,99,5
119845,2014,6,4,2,5
119845,2014,6,2,1,0
119845,2014,6,2,99,5
119845,2014,6,2,2,5
119845,2014,6,3,1,1
119845,2014,6,3,99,32
119845,2014,6,3,2,31
119845,2014,6,6,1,0
119845,2014,6,6,99,0
119845,2014,6,6,2,0
119845,2014,6,8,1,0
119845,2014,6,8,99,0
119845,2014,6,8,2,0
119845,2014,6,99,1,2
119845,2014,6,99,99,89
119845,2014,6,99,2,87
119845,2014,6,9,1,0
119845,2014,6,9,99,0
119845,2014,6,9,2,0
119845,2014,6,1,1,1
119845,2014,6,1,99,46
119845,2014,6,1,2,45
119845,2015,6,7,1,0
119845,2015,6,7,99,1
119845,2015,6,7,2,1
119845,2015,6,5,1,0
119845,2015,6,5,99,0
119845,2015,6,5,2,0
119845,2015,6,4,1,0
119845,2015,6,4,99,6
119845,2015,6,4,2,6
119845,2015,6,2,1,0
119845,2015,6,2,99,6
119845,2015,6,2,2,6
119845,2015,6,3,1,14
119845,2015,6,3,99,63
119845,2015,6,3,2,49
119845,2015,6,6,1,0
119845,2015,6,6,99,0
119845,2015,6,6,2,0
119845,2015,6,8,1,0
119845,2015,6,8,99,0
119845,2015,6,8,2,0
119845,2015,6,99,1,21
119845,2015,6,99,99,152
119845,2015,6,99,2,131
119845,2015,6,9,1,0
119845,2015,6,9,99,0
119845,2015,6,9,2,0
119845,2015,6,1,1,7
119845,2015,6,1,99,76
119845,2015,6,1,2,69
119951,2014,6,7,1,0
119951,2014,6,7,99,19
119951,2014,6,7,2,19
119951,2014,6,5,1,0
119951,2014,6,5,99,0
119951,2014,6,5,2,0
119951,2014,6,4,1,0
119951,2014,6,4,99,3
119951,2014,6,4,2,3
119951,2014,6,2,1,0
119951,2014,6,2,99,4
119951,2014,6,2,2,4
119951,2014,6,3,1,2
119951,2014,6,3,99,51
119951,2014,6,3,2,49
119951,2014,6,6,1,0
119951,2014,6,6,99,1
