X1,state,StateAbbr,county,countyname,variable,year,value,name
165768,29,MO,169,Pulaski County,Single Family,1985,29,Pulaski
165769,29,MO,169,Pulaski County,Single Family,1984,16,Pulaski
165770,29,MO,169,Pulaski County,Single Family,1983,8,Pulaski
165771,29,MO,169,Pulaski County,Single Family,1982,7,Pulaski
165772,29,MO,169,Pulaski County,Single Family,1981,10,Pulaski
165773,29,MO,169,Pulaski County,Single Family,1980,7,Pulaski
165839,29,MO,171,Putnam County,Single Family,2010,2,Putnam
165840,29,MO,171,Putnam County,Single Family,2009,1,Putnam
165841,29,MO,171,Putnam County,Single Family,2008,4,Putnam
165842,29,MO,171,Putnam County,Single Family,2007,2,Putnam
165843,29,MO,171,Putnam County,Single Family,2006,7,Putnam
165844,29,MO,171,Putnam County,Single Family,2005,8,Putnam
165845,29,MO,171,Putnam County,Single Family,2004,11,Putnam
165846,29,MO,171,Putnam County,Single Family,2003,1,Putnam
165847,29,MO,171,Putnam County,Single Family,2002,3,Putnam
165848,29,MO,171,Putnam County,Single Family,2001,3,Putnam
165849,29,MO,171,Putnam County,Single Family,2000,4,Putnam
165850,29,MO,171,Putnam County,Single Family,1999,3,Putnam
165851,29,MO,171,Putnam County,Single Family,1998,3,Putnam
165852,29,MO,171,Putnam County,Single Family,1997,2,Putnam
165853,29,MO,171,Putnam County,Single Family,1996,13,Putnam
165854,29,MO,171,Putnam County,Single Family,1995,5,Putnam
165855,29,MO,171,Putnam County,Single Family,1994,4,Putnam
165856,29,MO,171,Putnam County,Single Family,1993,2,Putnam
165857,29,MO,171,Putnam County,Single Family,1992,1,Putnam
165858,29,MO,171,Putnam County,Single Family,1991,1,Putnam
165889,29,MO,173,Ralls County,Single Family,2008,4,Ralls
165890,29,MO,173,Ralls County,Single Family,2007,7,Ralls
165891,29,MO,173,Ralls County,Single Family,2006,3,Ralls
165892,29,MO,173,Ralls County,Single Family,2005,4,Ralls
165893,29,MO,173,Ralls County,Single Family,2004,1,Ralls
165894,29,MO,173,Ralls County,Single Family,2003,1,Ralls
165895,29,MO,173,Ralls County,Single Family,2002,3,Ralls
165896,29,MO,173,Ralls County,Single Family,2001,2,Ralls
165897,29,MO,173,Ralls County,Single Family,2000,2,Ralls
165898,29,MO,173,Ralls County,Single Family,1999,1,Ralls
165899,29,MO,173,Ralls County,Single Family,1998,7,Ralls
165900,29,MO,173,Ralls County,Single Family,1997,4,Ralls
165901,29,MO,173,Ralls County,Single Family,1996,7,Ralls
165902,29,MO,173,Ralls County,Single Family,1994,3,Ralls
165903,29,MO,173,Ralls County,Single Family,1993,1,Ralls
165904,29,MO,173,Ralls County,Single Family,1992,1,Ralls
165905,29,MO,173,Ralls County,Single Family,1991,2,Ralls
165906,29,MO,173,Ralls County,Single Family,1989,1,Ralls
165907,29,MO,173,Ralls County,Single Family,1988,2,Ralls
165908,29,MO,173,Ralls County,Single Family,1986,1,Ralls
165909,29,MO,173,Ralls County,Single Family,1985,2,Ralls
165910,29,MO,173,Ralls County,Single Family,1984,3,Ralls
165911,29,MO,173,Ralls County,Single Family,1983,3,Ralls
165912,29,MO,173,Ralls County,Single Family,1982,2,Ralls
165913,29,MO,173,Ralls County,Single Family,1981,4,Ralls
165914,29,MO,173,Ralls County,Single Family,1980,5,Ralls
165956,29,MO,175,Randolph County,Single Family,2010,5,Randolph
165957,29,MO,175,Randolph County,Single Family,2009,53,Randolph
165958,29,MO,175,Randolph County,Single Family,2008,20,Randolph
165959,29,MO,175,Randolph County,Single Family,2007,15,Randolph
165960,29,MO,175,Randolph County,Single Family,2006,27,Randolph
165961,29,MO,175,Randolph County,Single Family,2005,34,Randolph
165962,29,MO,175,Randolph County,Single Family,2004,34,Randolph
165963,29,MO,175,Randolph County,Single Family,2003,33,Randolph
165964,29,MO,175,Randolph County,Single Family,2002,18,Randolph
165965,29,MO,175,Randolph County,Single Family,2001,9,Randolph
165966,29,MO,175,Randolph County,Single Family,2000,21,Randolph
165967,29,MO,175,Randolph County,Single Family,1999,23,Randolph
165968,29,MO,175,Randolph County,Single Family,1998,19,Randolph
165969,29,MO,175,Randolph County,Single Family,1997,12,Randolph
165970,29,MO,175,Randolph County,Single Family,1996,17,Randolph
165971,29,MO,175,Randolph County,Single Family,1995,14,Randolph
165972,29,MO,175,Randolph County,Single Family,1994,16,Randolph
165973,29,MO,175,Randolph County,Single Family,1993,5,Randolph
165974,29,MO,175,Randolph County,Single Family,1992,3,Randolph
165975,29,MO,175,Randolph County,Single Family,1991,3,Randolph
165976,29,MO,175,Randolph County,Single Family,1990,8,Randolph
165977,29,MO,175,Randolph County,Single Family,1989,16,Randolph
165978,29,MO,175,Randolph County,Single Family,1988,17,Randolph
165979,29,MO,175,Randolph County,Single Family,1987,22,Randolph
165980,29,MO,175,Randolph County,Single Family,1986,22,Randolph
165981,29,MO,175,Randolph County,Single Family,1985,16,Randolph
165982,29,MO,175,Randolph County,Single Family,1984,23,Randolph
165983,29,MO,175,Randolph County,Single Family,1983,16,Randolph
165984,29,MO,175,Randolph County,Single Family,1982,7,Randolph
165985,29,MO,175,Randolph County,Single Family,1981,46,Randolph
165986,29,MO,175,Randolph County,Single Family,1980,49,Randolph
166052,29,MO,177,Ray County,Single Family,2010,14,Ray
166053,29,MO,177,Ray County,Single Family,2009,34,Ray
166054,29,MO,177,Ray County,Single Family,2008,24,Ray
166055,29,MO,177,Ray County,Single Family,2007,51,Ray
166056,29,MO,177,Ray County,Single Family,2006,70,Ray
166057,29,MO,177,Ray County,Single Family,2005,128,Ray
166058,29,MO,177,Ray County,Single Family,2004,146,Ray
166059,29,MO,177,Ray County,Single Family,2003,138,Ray
166060,29,MO,177,Ray County,Single Family,2002,125,Ray
166061,29,MO,177,Ray County,Single Family,2001,101,Ray
166062,29,MO,177,Ray County,Single Family,2000,95,Ray
166063,29,MO,177,Ray County,Single Family,1999,127,Ray
166064,29,MO,177,Ray County,Single Family,1998,86,Ray
166065,29,MO,177,Ray County,Single Family,1997,97,Ray
166066,29,MO,177,Ray County,Single Family,1996,91,Ray
166067,29,MO,177,Ray County,Single Family,1995,80,Ray
166068,29,MO,177,Ray County,Single Family,1994,99,Ray
166069,29,MO,177,Ray County,Single Family,1993,64,Ray
166070,29,MO,177,Ray County,Single Family,1992,77,Ray
166071,29,MO,177,Ray County,Single Family,1991,65,Ray
166072,29,MO,177,Ray County,Single Family,1990,49,Ray
166073,29,MO,177,Ray County,Single Family,1989,60,Ray
166074,29,MO,177,Ray County,Single Family,1988,60,Ray
166075,29,MO,177,Ray County,Single Family,1987,77,Ray
166076,29,MO,177,Ray County,Single Family,1986,74,Ray
166077,29,MO,177,Ray County,Single Family,1985,46,Ray
166078,29,MO,177,Ray County,Single Family,1984,45,Ray
166079,29,MO,177,Ray County,Single Family,1983,58,Ray
166080,29,MO,177,Ray County,Single Family,1982,46,Ray
166081,29,MO,177,Ray County,Single Family,1981,36,Ray
166082,29,MO,177,Ray County,Single Family,1980,61,Ray
166150,29,MO,179,Reynolds County,Single Family,2009,2,Reynolds
166151,29,MO,179,Reynolds County,Single Family,2006,2,Reynolds
166182,29,MO,181,Ripley County,Single Family,2005,1,Ripley
166183,29,MO,181,Ripley County,Single Family,2004,1,Ripley
166184,29,MO,181,Ripley County,Single Family,2002,2,Ripley
166185,29,MO,181,Ripley County,Single Family,2001,1,Ripley
166186,29,MO,181,Ripley County,Single Family,2000,3,Ripley
166187,29,MO,181,Ripley County,Single Family,1999,3,Ripley
166188,29,MO,181,Ripley County,Single Family,1997,4,Ripley
166189,29,MO,181,Ripley County,Single Family,1996,6,Ripley
166190,29,MO,181,Ripley County,Single Family,1995,3,Ripley
166191,29,MO,181,Ripley County,Single Family,1994,4,Ripley
166192,29,MO,181,Ripley County,Single Family,1993,3,Ripley
166193,29,MO,181,Ripley County,Single Family,1992,3,Ripley
166194,29,MO,181,Ripley County,Single Family,1991,5,Ripley
166195,29,MO,181,Ripley County,Single Family,1990,4,Ripley
166196,29,MO,181,Ripley County,Single Family,1989,2,Ripley
166197,29,MO,181,Ripley County,Single Family,1987,8,Ripley
166198,29,MO,181,Ripley County,Single Family,1985,1,Ripley
166199,29,MO,181,Ripley County,Single Family,1984,1,Ripley
166200,29,MO,181,Ripley County,Single Family,1983,1,Ripley
166201,29,MO,181,Ripley County,Single Family,1982,3,Ripley
166202,29,MO,181,Ripley County,Single Family,1981,4,Ripley
166203,29,MO,181,Ripley County,Single Family,1980,8,Ripley
166251,29,MO,183,St. Charles County,Single Family,2010,1300,St. Charles
166252,29,MO,183,St. Charles County,Single Family,2009,1194,St. Charles
166253,29,MO,183,St. Charles County,Single Family,2008,1153,St. Charles
166254,29,MO,183,St. Charles County,Single Family,2007,2296,St. Charles
166255,29,MO,183,St. Charles County,Single Family,2006,2758,St. Charles
166256,29,MO,183,St. Charles County,Single Family,2005,3589,St. Charles
166257,29,MO,183,St. Charles County,Single Family,2004,4121,St. Charles
166258,29,MO,183,St. Charles County,Single Family,2003,3755,St. Charles
166259,29,MO,183,St. Charles County,Single Family,2002,3632,St. Charles
166260,29,MO,183,St. Charles County,Single Family,2001,3202,St. Charles
166261,29,MO,183,St. Charles County,Single Family,2000,2963,St. Charles
166262,29,MO,183,St. Charles County,Single Family,1999,3541,St. Charles
166263,29,MO,183,St. Charles County,Single Family,1998,3331,St. Charles
166264,29,MO,183,St. Charles County,Single Family,1997,2816,St. Charles
166265,29,MO,183,St. Charles County,Single Family,1996,3099,St. Charles
166266,29,MO,183,St. Charles County,Single Family,1995,2930,St. Charles
166267,29,MO,183,St. Charles County,Single Family,1994,3297,St. Charles
166268,29,MO,183,St. Charles County,Single Family,1993,2784,St. Charles
166269,29,MO,183,St. Charles County,Single Family,1992,2577,St. Charles
166270,29,MO,183,St. Charles County,Single Family,1991,1877,St. Charles
166271,29,MO,183,St. Charles County,Single Family,1990,1806,St. Charles
166272,29,MO,183,St. Charles County,Single Family,1989,1833,St. Charles
166273,29,MO,183,St. Charles County,Single Family,1988,2012,St. Charles
166274,29,MO,183,St. Charles County,Single Family,1987,2709,St. Charles
166275,29,MO,183,St. Charles County,Single Family,1986,3276,St. Charles
166276,29,MO,183,St. Charles County,Single Family,1985,2710,St. Charles
166277,29,MO,183,St. Charles County,Single Family,1984,2271,St. Charles
166278,29,MO,183,St. Charles County,Single Family,1983,2555,St. Charles
166279,29,MO,183,St. Charles County,Single Family,1982,1018,St. Charles
166280,29,MO,183,St. Charles County,Single Family,1981,819,St. Charles
166281,29,MO,183,St. Charles County,Single Family,1980,1138,St. Charles
166411,29,MO,185,St. Clair County,Single Family,2010,1,St. Clair
166412,29,MO,185,St. Clair County,Single Family,2009,1,St. Clair
166413,29,MO,185,St. Clair County,Single Family,2007,1,St. Clair
166414,29,MO,185,St. Clair County,Single Family,2006,11,St. Clair
166415,29,MO,185,St. Clair County,Single Family,2005,11,St. Clair
166416,29,MO,185,St. Clair County,Single Family,2004,14,St. Clair
166417,29,MO,185,St. Clair County,Single Family,2002,1,St. Clair
166449,29,MO,186,Ste. Genevieve County,Single Family,2010,8,Ste. Genevieve
166450,29,MO,186,Ste. Genevieve County,Single Family,2009,6,Ste. Genevieve
166451,29,MO,186,Ste. Genevieve County,Single Family,2008,5,Ste. Genevieve
166452,29,MO,186,Ste. Genevieve County,Single Family,2007,4,Ste. Genevieve
166453,29,MO,186,Ste. Genevieve County,Single Family,2006,24,Ste. Genevieve
166454,29,MO,186,Ste. Genevieve County,Single Family,2005,12,Ste. Genevieve
166455,29,MO,186,Ste. Genevieve County,Single Family,2004,11,Ste. Genevieve
166456,29,MO,186,Ste. Genevieve County,Single Family,2003,5,Ste. Genevieve
166457,29,MO,186,Ste. Genevieve County,Single Family,2002,5,Ste. Genevieve
166458,29,MO,186,Ste. Genevieve County,Single Family,2001,6,Ste. Genevieve
166459,29,MO,186,Ste. Genevieve County,Single Family,2000,9,Ste. Genevieve
166460,29,MO,186,Ste. Genevieve County,Single Family,1999,11,Ste. Genevieve
166461,29,MO,186,Ste. Genevieve County,Single Family,1998,6,Ste. Genevieve
166462,29,MO,186,Ste. Genevieve County,Single Family,1997,11,Ste. Genevieve
166463,29,MO,186,Ste. Genevieve County,Single Family,1996,8,Ste. Genevieve
166464,29,MO,186,Ste. Genevieve County,Single Family,1995,3,Ste. Genevieve
166465,29,MO,186,Ste. Genevieve County,Single Family,1994,15,Ste. Genevieve
166466,29,MO,186,Ste. Genevieve County,Single Family,1993,31,Ste. Genevieve
166467,29,MO,186,Ste. Genevieve County,Single Family,1992,7,Ste. Genevieve
166468,29,MO,186,Ste. Genevieve County,Single Family,1991,8,Ste. Genevieve
166469,29,MO,186,Ste. Genevieve County,Single Family,1990,6,Ste. Genevieve
166470,29,MO,186,Ste. Genevieve County,Single Family,1989,9,Ste. Genevieve
166471,29,MO,186,Ste. Genevieve County,Single Family,1988,6,Ste. Genevieve
166472,29,MO,186,Ste. Genevieve County,Single Family,1987,4,Ste. Genevieve
166473,29,MO,186,Ste. Genevieve County,Single Family,1986,5,Ste. Genevieve
166474,29,MO,186,Ste. Genevieve County,Single Family,1985,8,Ste. Genevieve
166475,29,MO,186,Ste. Genevieve County,Single Family,1984,9,Ste. Genevieve
166476,29,MO,186,Ste. Genevieve County,Single Family,1983,11,Ste. Genevieve
166477,29,MO,186,Ste. Genevieve County,Single Family,1982,5,Ste. Genevieve
166478,29,MO,186,Ste. Genevieve County,Single Family,1981,4,Ste. Genevieve
166479,29,MO,186,Ste. Genevieve County,Single Family,1980,16,Ste. Genevieve
166530,29,MO,187,St. Francois County,Single Family,2010,65,St. Francois
166531,29,MO,187,St. Francois County,Single Family,2009,101,St. Francois
166532,29,MO,187,St. Francois County,Single Family,2008,90,St. Francois
166533,29,MO,187,St. Francois County,Single Family,2007,144,St. Francois
166534,29,MO,187,St. Francois County,Single Family,2006,160,St. Francois
166535,29,MO,187,St. Francois County,Single Family,2005,186,St. Francois
166536,29,MO,187,St. Francois County,Single Family,2004,208,St. Francois
166537,29,MO,187,St. Francois County,Single Family,2003,213,St. Francois
166538,29,MO,187,St. Francois County,Single Family,2002,159,St. Francois
166539,29,MO,187,St. Francois County,Single Family,2001,154,St. Francois
166540,29,MO,187,St. Francois County,Single Family,2000,122,St. Francois
166541,29,MO,187,St. Francois County,Single Family,1999,164,St. Francois
166542,29,MO,187,St. Francois County,Single Family,1998,174,St. Francois
166543,29,MO,187,St. Francois County,Single Family,1997,137,St. Francois
166544,29,MO,187,St. Francois County,Single Family,1996,177,St. Francois
166545,29,MO,187,St. Francois County,Single Family,1995,187,St. Francois
166546,29,MO,187,St. Francois County,Single Family,1994,171,St. Francois
166547,29,MO,187,St. Francois County,Single Family,1993,181,St. Francois
166548,29,MO,187,St. Francois County,Single Family,1992,165,St. Francois
166549,29,MO,187,St. Francois County,Single Family,1991,146,St. Francois
166550,29,MO,187,St. Francois County,Single Family,1990,58,St. Francois
166551,29,MO,187,St. Francois County,Single Family,1989,61,St. Francois
166552,29,MO,187,St. Francois County,Single Family,1988,66,St. Francois
166553,29,MO,187,St. Francois County,Single Family,1987,60,St. Francois
166554,29,MO,187,St. Francois County,Single Family,1986,52,St. Francois
166555,29,MO,187,St. Francois County,Single Family,1985,41,St. Francois
166556,29,MO,187,St. Francois County,Single Family,1984,30,St. Francois
166557,29,MO,187,St. Francois County,Single Family,1983,50,St. Francois
166558,29,MO,187,St. Francois County,Single Family,1982,19,St. Francois
166559,29,MO,187,St. Francois County,Single Family,1981,27,St. Francois
166560,29,MO,187,St. Francois County,Single Family,1980,43,St. Francois
166706,29,MO,189,St. Louis County,Single Family,2010,535,St. Louis
166707,29,MO,189,St. Louis County,Single Family,2009,504,St. Louis
166708,29,MO,189,St. Louis County,Single Family,2008,620,St. Louis
166709,29,MO,189,St. Louis County,Single Family,2007,1234,St. Louis
166710,29,MO,189,St. Louis County,Single Family,2006,1431,St. Louis
166711,29,MO,189,St. Louis County,Single Family,2005,2155,St. Louis
166712,29,MO,189,St. Louis County,Single Family,2004,2147,St. Louis
166713,29,MO,189,St. Louis County,Single Family,2003,1969,St. Louis
166714,29,MO,189,St. Louis County,Single Family,2002,1673,St. Louis
166715,29,MO,189,St. Louis County,Single Family,2001,1868,St. Louis
166716,29,MO,189,St. Louis County,Single Family,2000,1993,St. Louis
166717,29,MO,189,St. Louis County,Single Family,1999,2209,St. Louis
166718,29,MO,189,St. Louis County,Single Family,1998,2591,St. Louis
166719,29,MO,189,St. Louis County,Single Family,1997,2145,St. Louis
166720,29,MO,189,St. Louis County,Single Family,1996,2744,St. Louis
166721,29,MO,189,St. Louis County,Single Family,1995,2851,St. Louis
166722,29,MO,189,St. Louis County,Single Family,1994,3559,St. Louis
166723,29,MO,189,St. Louis County,Single Family,1993,3747,St. Louis
166724,29,MO,189,St. Louis County,Single Family,1992,3111,St. Louis
166725,29,MO,189,St. Louis County,Single Family,1991,2375,St. Louis
166726,29,MO,189,St. Louis County,Single Family,1990,2387,St. Louis
166727,29,MO,189,St. Louis County,Single Family,1989,3303,St. Louis
166728,29,MO,189,St. Louis County,Single Family,1988,4259,St. Louis
166729,29,MO,189,St. Louis County,Single Family,1987,4529,St. Louis
166730,29,MO,189,St. Louis County,Single Family,1986,3841,St. Louis
166731,29,MO,189,St. Louis County,Single Family,1985,3096,St. Louis
166732,29,MO,189,St. Louis County,Single Family,1984,2842,St. Louis
166733,29,MO,189,St. Louis County,Single Family,1983,3121,St. Louis
166734,29,MO,189,St. Louis County,Single Family,1982,1452,St. Louis
166735,29,MO,189,St. Louis County,Single Family,1981,1573,St. Louis
166736,29,MO,189,St. Louis County,Single Family,1980,1648,St. Louis
166886,29,MO,195,Saline County,Single Family,2010,3,Saline
166887,29,MO,195,Saline County,Single Family,2009,8,Saline
166888,29,MO,195,Saline County,Single Family,2008,4,Saline
166889,29,MO,195,Saline County,Single Family,2007,13,Saline
166890,29,MO,195,Saline County,Single Family,2006,23,Saline
166891,29,MO,195,Saline County,Single Family,2005,9,Saline
166892,29,MO,195,Saline County,Single Family,2004,8,Saline
166893,29,MO,195,Saline County,Single Family,2003,14,Saline
166894,29,MO,195,Saline County,Single Family,2002,14,Saline
166895,29,MO,195,Saline County,Single Family,2001,17,Saline
166896,29,MO,195,Saline County,Single Family,2000,15,Saline
166897,29,MO,195,Saline County,Single Family,1999,22,Saline
166898,29,MO,195,Saline County,Single Family,1998,13,Saline
166899,29,MO,195,Saline County,Single Family,1997,14,Saline
166900,29,MO,195,Saline County,Single Family,1996,26,Saline
166901,29,MO,195,Saline County,Single Family,1995,7,Saline
166902,29,MO,195,Saline County,Single Family,1994,17,Saline
166903,29,MO,195,Saline County,Single Family,1993,10,Saline
166904,29,MO,195,Saline County,Single Family,1992,4,Saline
166905,29,MO,195,Saline County,Single Family,1991,8,Saline
166906,29,MO,195,Saline County,Single Family,1990,22,Saline
166907,29,MO,195,Saline County,Single Family,1989,5,Saline
166908,29,MO,195,Saline County,Single Family,1988,13,Saline
166909,29,MO,195,Saline County,Single Family,1987,13,Saline
166910,29,MO,195,Saline County,Single Family,1986,16,Saline
166911,29,MO,195,Saline County,Single Family,1985,20,Saline
166912,29,MO,195,Saline County,Single Family,1984,49,Saline
166913,29,MO,195,Saline County,Single Family,1983,78,Saline
166914,29,MO,195,Saline County,Single Family,1982,61,Saline
166915,29,MO,195,Saline County,Single Family,1981,35,Saline
166916,29,MO,195,Saline County,Single Family,1980,66,Saline
166998,29,MO,197,Schuyler County,Single Family,2010,1,Schuyler
166999,29,MO,197,Schuyler County,Single Family,2009,2,Schuyler
167000,29,MO,197,Schuyler County,Single Family,2008,8,Schuyler
167001,29,MO,197,Schuyler County,Single Family,2007,10,Schuyler
167002,29,MO,197,Schuyler County,Single Family,2006,13,Schuyler
167003,29,MO,197,Schuyler County,Single Family,2005,14,Schuyler
167004,29,MO,197,Schuyler County,Single Family,2004,15,Schuyler
167005,29,MO,197,Schuyler County,Single Family,2003,15,Schuyler
167006,29,MO,197,Schuyler County,Single Family,2002,18,Schuyler
167007,29,MO,197,Schuyler County,Single Family,2001,11,Schuyler
167008,29,MO,197,Schuyler County,Single Family,2000,20,Schuyler
167009,29,MO,197,Schuyler County,Single Family,1999,5,Schuyler
167010,29,MO,197,Schuyler County,Single Family,1998,9,Schuyler
167011,29,MO,197,Schuyler County,Single Family,1997,8,Schuyler
167012,29,MO,197,Schuyler County,Single Family,1996,10,Schuyler
167013,29,MO,197,Schuyler County,Single Family,1995,25,Schuyler
167014,29,MO,197,Schuyler County,Single Family,1994,11,Schuyler
167015,29,MO,197,Schuyler County,Single Family,1993,9,Schuyler
167016,29,MO,197,Schuyler County,Single Family,1992,7,Schuyler
167017,29,MO,197,Schuyler County,Single Family,1991,7,Schuyler
167046,29,MO,199,Scotland County,Single Family,2010,5,Scotland
167047,29,MO,199,Scotland County,Single Family,2008,1,Scotland
167048,29,MO,199,Scotland County,Single Family,2007,2,Scotland
167049,29,MO,199,Scotland County,Single Family,2006,1,Scotland
167050,29,MO,199,Scotland County,Single Family,2005,5,Scotland
167051,29,MO,199,Scotland County,Single Family,2004,1,Scotland
167052,29,MO,199,Scotland County,Single Family,2003,2,Scotland
167053,29,MO,199,Scotland County,Single Family,2002,1,Scotland
167054,29,MO,199,Scotland County,Single Family,2001,1,Scotland
167055,29,MO,199,Scotland County,Single Family,2000,6,Scotland
167056,29,MO,199,Scotland County,Single Family,1999,1,Scotland
167057,29,MO,199,Scotland County,Single Family,1998,3,Scotland
167058,29,MO,199,Scotland County,Single Family,1997,4,Scotland
167059,29,MO,199,Scotland County,Single Family,1996,5,Scotland
167060,29,MO,199,Scotland County,Single Family,1995,2,Scotland
167061,29,MO,199,Scotland County,Single Family,1994,2,Scotland
167062,29,MO,199,Scotland County,Single Family,1993,5,Scotland
167063,29,MO,199,Scotland County,Single Family,1992,7,Scotland
167064,29,MO,199,Scotland County,Single Family,1991,7,Scotland
167065,29,MO,199,Scotland County,Single Family,1990,1,Scotland
167066,29,MO,199,Scotland County,Single Family,1989,1,Scotland
167067,29,MO,199,Scotland County,Single Family,1988,3,Scotland
167068,29,MO,199,Scotland County,Single Family,1987,2,Scotland
167069,29,MO,199,Scotland County,Single Family,1986,1,Scotland
167070,29,MO,199,Scotland County,Single Family,1985,3,Scotland
167071,29,MO,199,Scotland County,Single Family,1984,4,Scotland
167072,29,MO,199,Scotland County,Single Family,1983,2,Scotland
167073,29,MO,199,Scotland County,Single Family,1982,4,Scotland
167105,29,MO,201,Scott County,Single Family,2010,28,Scott
167106,29,MO,201,Scott County,Single Family,2009,20,Scott
167107,29,MO,201,Scott County,Single Family,2008,28,Scott
167108,29,MO,201,Scott County,Single Family,2007,75,Scott
167109,29,MO,201,Scott County,Single Family,2006,84,Scott
167110,29,MO,201,Scott County,Single Family,2005,76,Scott
167111,29,MO,201,Scott County,Single Family,2004,78,Scott
167112,29,MO,201,Scott County,Single Family,2003,80,Scott
167113,29,MO,201,Scott County,Single Family,2002,109,Scott
167114,29,MO,201,Scott County,Single Family,2001,62,Scott
167115,29,MO,201,Scott County,Single Family,2000,53,Scott
167116,29,MO,201,Scott County,Single Family,1999,61,Scott
167117,29,MO,201,Scott County,Single Family,1998,69,Scott
167118,29,MO,201,Scott County,Single Family,1997,50,Scott
167119,29,MO,201,Scott County,Single Family,1996,65,Scott
167120,29,MO,201,Scott County,Single Family,1995,46,Scott
167121,29,MO,201,Scott County,Single Family,1994,64,Scott
167122,29,MO,201,Scott County,Single Family,1993,37,Scott
167123,29,MO,201,Scott County,Single Family,1992,34,Scott
167124,29,MO,201,Scott County,Single Family,1991,41,Scott
167125,29,MO,201,Scott County,Single Family,1990,40,Scott
167126,29,MO,201,Scott County,Single Family,1989,70,Scott
167127,29,MO,201,Scott County,Single Family,1988,65,Scott
167128,29,MO,201,Scott County,Single Family,1987,65,Scott
167129,29,MO,201,Scott County,Single Family,1986,49,Scott
167130,29,MO,201,Scott County,Single Family,1985,35,Scott
167131,29,MO,201,Scott County,Single Family,1984,54,Scott
167132,29,MO,201,Scott County,Single Family,1983,61,Scott
167133,29,MO,201,Scott County,Single Family,1982,34,Scott
167134,29,MO,201,Scott County,Single Family,1981,46,Scott
167135,29,MO,201,Scott County,Single Family,1980,46,Scott
167231,29,MO,203,Shannon County,Single Family,2005,1,Shannon
167232,29,MO,203,Shannon County,Single Family,2004,1,Shannon
167233,29,MO,203,Shannon County,Single Family,2003,1,Shannon
167234,29,MO,203,Shannon County,Single Family,2002,1,Shannon
167235,29,MO,203,Shannon County,Single Family,2001,1,Shannon
167236,29,MO,203,Shannon County,Single Family,2000,1,Shannon
167237,29,MO,203,Shannon County,Single Family,1997,4,Shannon
167238,29,MO,203,Shannon County,Single Family,1996,1,Shannon
167239,29,MO,203,Shannon County,Single Family,1994,4,Shannon
167240,29,MO,203,Shannon County,Single Family,1993,4,Shannon
167241,29,MO,203,Shannon County,Single Family,1992,2,Shannon
167242,29,MO,203,Shannon County,Single Family,1991,2,Shannon
167243,29,MO,203,Shannon County,Single Family,1987,1,Shannon
167244,29,MO,203,Shannon County,Single Family,1986,2,Shannon
167245,29,MO,203,Shannon County,Single Family,1985,1,Shannon
167246,29,MO,203,Shannon County,Single Family,1984,2,Shannon
167247,29,MO,203,Shannon County,Single Family,1983,2,Shannon
167248,29,MO,203,Shannon County,Single Family,1982,1,Shannon
167249,29,MO,203,Shannon County,Single Family,1981,1,Shannon
167250,29,MO,203,Shannon County,Single Family,1980,2,Shannon
167287,29,MO,205,Shelby County,Single Family,2010,3,Shelby
167288,29,MO,205,Shelby County,Single Family,2007,3,Shelby
167289,29,MO,205,Shelby County,Single Family,2006,2,Shelby
167290,29,MO,205,Shelby County,Single Family,2005,1,Shelby
167291,29,MO,205,Shelby County,Single Family,2003,10,Shelby
167292,29,MO,205,Shelby County,Single Family,2001,4,Shelby
167293,29,MO,205,Shelby County,Single Family,1999,2,Shelby
167294,29,MO,205,Shelby County,Single Family,1998,3,Shelby
167295,29,MO,205,Shelby County,Single Family,1997,3,Shelby
167296,29,MO,205,Shelby County,Single Family,1996,3,Shelby
167297,29,MO,205,Shelby County,Single Family,1994,4,Shelby
167298,29,MO,205,Shelby County,Single Family,1993,5,Shelby
167332,29,MO,207,Stoddard County,Single Family,2010,8,Stoddard
167333,29,MO,207,Stoddard County,Single Family,2009,13,Stoddard
167334,29,MO,207,Stoddard County,Single Family,2008,25,Stoddard
167335,29,MO,207,Stoddard County,Single Family,2007,22,Stoddard
167336,29,MO,207,Stoddard County,Single Family,2006,40,Stoddard
167337,29,MO,207,Stoddard County,Single Family,2005,60,Stoddard
167338,29,MO,207,Stoddard County,Single Family,2004,22,Stoddard
167339,29,MO,207,Stoddard County,Single Family,2003,34,Stoddard
167340,29,MO,207,Stoddard County,Single Family,2002,37,Stoddard
167341,29,MO,207,Stoddard County,Single Family,2001,49,Stoddard
167342,29,MO,207,Stoddard County,Single Family,2000,33,Stoddard
167343,29,MO,207,Stoddard County,Single Family,1999,45,Stoddard
167344,29,MO,207,Stoddard County,Single Family,1998,30,Stoddard
167345,29,MO,207,Stoddard County,Single Family,1997,24,Stoddard
167346,29,MO,207,Stoddard County,Single Family,1996,29,Stoddard
167347,29,MO,207,Stoddard County,Single Family,1995,32,Stoddard
167348,29,MO,207,Stoddard County,Single Family,1994,28,Stoddard
167349,29,MO,207,Stoddard County,Single Family,1993,23,Stoddard
167350,29,MO,207,Stoddard County,Single Family,1992,27,Stoddard
167351,29,MO,207,Stoddard County,Single Family,1991,21,Stoddard
167352,29,MO,207,Stoddard County,Single Family,1990,11,Stoddard
167353,29,MO,207,Stoddard County,Single Family,1989,16,Stoddard
167354,29,MO,207,Stoddard County,Single Family,1988,7,Stoddard
167355,29,MO,207,Stoddard County,Single Family,1987,13,Stoddard
