X1,state,StateAbbr,county,countyname,variable,year,value,name
157260,29,MO,1,Adair County,Single Family,2010,17,Adair
157261,29,MO,1,Adair County,Single Family,2009,18,Adair
157262,29,MO,1,Adair County,Single Family,2008,26,Adair
157263,29,MO,1,Adair County,Single Family,2007,33,Adair
157264,29,MO,1,Adair County,Single Family,2006,27,Adair
157265,29,MO,1,Adair County,Single Family,2005,41,Adair
157266,29,MO,1,Adair County,Single Family,2004,28,Adair
157267,29,MO,1,Adair County,Single Family,2003,21,Adair
157268,29,MO,1,Adair County,Single Family,2002,16,Adair
157269,29,MO,1,Adair County,Single Family,2001,33,Adair
157270,29,MO,1,Adair County,Single Family,2000,30,Adair
157271,29,MO,1,Adair County,Single Family,1999,33,Adair
157272,29,MO,1,Adair County,Single Family,1998,19,Adair
157273,29,MO,1,Adair County,Single Family,1997,19,Adair
157274,29,MO,1,Adair County,Single Family,1996,21,Adair
157275,29,MO,1,Adair County,Single Family,1995,21,Adair
157276,29,MO,1,Adair County,Single Family,1994,21,Adair
157277,29,MO,1,Adair County,Single Family,1993,20,Adair
157278,29,MO,1,Adair County,Single Family,1992,13,Adair
157279,29,MO,1,Adair County,Single Family,1991,23,Adair
157280,29,MO,1,Adair County,Single Family,1990,14,Adair
157281,29,MO,1,Adair County,Single Family,1989,13,Adair
157282,29,MO,1,Adair County,Single Family,1988,17,Adair
157283,29,MO,1,Adair County,Single Family,1987,5,Adair
157284,29,MO,1,Adair County,Single Family,1986,11,Adair
157285,29,MO,1,Adair County,Single Family,1985,5,Adair
157286,29,MO,1,Adair County,Single Family,1984,25,Adair
157287,29,MO,1,Adair County,Single Family,1983,64,Adair
157288,29,MO,1,Adair County,Single Family,1982,49,Adair
157289,29,MO,1,Adair County,Single Family,1981,38,Adair
157290,29,MO,1,Adair County,Single Family,1980,27,Adair
157409,29,MO,3,Andrew County,Single Family,2010,6,Andrew
157410,29,MO,3,Andrew County,Single Family,2009,4,Andrew
157411,29,MO,3,Andrew County,Single Family,2008,10,Andrew
157412,29,MO,3,Andrew County,Single Family,2007,14,Andrew
157413,29,MO,3,Andrew County,Single Family,2006,19,Andrew
157414,29,MO,3,Andrew County,Single Family,2005,17,Andrew
157415,29,MO,3,Andrew County,Single Family,2004,19,Andrew
157416,29,MO,3,Andrew County,Single Family,2003,12,Andrew
157417,29,MO,3,Andrew County,Single Family,2002,42,Andrew
157418,29,MO,3,Andrew County,Single Family,2001,17,Andrew
157419,29,MO,3,Andrew County,Single Family,2000,17,Andrew
157420,29,MO,3,Andrew County,Single Family,1999,13,Andrew
157421,29,MO,3,Andrew County,Single Family,1998,10,Andrew
157422,29,MO,3,Andrew County,Single Family,1997,8,Andrew
157423,29,MO,3,Andrew County,Single Family,1996,9,Andrew
157424,29,MO,3,Andrew County,Single Family,1995,10,Andrew
157425,29,MO,3,Andrew County,Single Family,1994,16,Andrew
157426,29,MO,3,Andrew County,Single Family,1993,11,Andrew
157427,29,MO,3,Andrew County,Single Family,1992,9,Andrew
157428,29,MO,3,Andrew County,Single Family,1991,8,Andrew
157429,29,MO,3,Andrew County,Single Family,1990,15,Andrew
157430,29,MO,3,Andrew County,Single Family,1989,13,Andrew
157431,29,MO,3,Andrew County,Single Family,1988,10,Andrew
157432,29,MO,3,Andrew County,Single Family,1987,12,Andrew
157433,29,MO,3,Andrew County,Single Family,1986,11,Andrew
157434,29,MO,3,Andrew County,Single Family,1985,10,Andrew
157435,29,MO,3,Andrew County,Single Family,1984,30,Andrew
157436,29,MO,3,Andrew County,Single Family,1983,35,Andrew
157437,29,MO,3,Andrew County,Single Family,1982,19,Andrew
157438,29,MO,3,Andrew County,Single Family,1981,46,Andrew
157439,29,MO,3,Andrew County,Single Family,1980,23,Andrew
157524,29,MO,5,Atchison County,Single Family,2010,1,Atchison
157525,29,MO,5,Atchison County,Single Family,2009,1,Atchison
157526,29,MO,5,Atchison County,Single Family,2007,1,Atchison
157527,29,MO,5,Atchison County,Single Family,2006,1,Atchison
157528,29,MO,5,Atchison County,Single Family,2005,4,Atchison
157529,29,MO,5,Atchison County,Single Family,2004,4,Atchison
157530,29,MO,5,Atchison County,Single Family,2003,1,Atchison
157531,29,MO,5,Atchison County,Single Family,2002,3,Atchison
157532,29,MO,5,Atchison County,Single Family,2001,2,Atchison
157533,29,MO,5,Atchison County,Single Family,2000,6,Atchison
157534,29,MO,5,Atchison County,Single Family,1999,1,Atchison
157535,29,MO,5,Atchison County,Single Family,1998,8,Atchison
157536,29,MO,5,Atchison County,Single Family,1997,7,Atchison
157537,29,MO,5,Atchison County,Single Family,1996,6,Atchison
157538,29,MO,5,Atchison County,Single Family,1995,6,Atchison
157539,29,MO,5,Atchison County,Single Family,1994,6,Atchison
157540,29,MO,5,Atchison County,Single Family,1993,7,Atchison
157541,29,MO,5,Atchison County,Single Family,1992,1,Atchison
157542,29,MO,5,Atchison County,Single Family,1991,4,Atchison
157543,29,MO,5,Atchison County,Single Family,1990,3,Atchison
157544,29,MO,5,Atchison County,Single Family,1989,4,Atchison
157545,29,MO,5,Atchison County,Single Family,1988,3,Atchison
157546,29,MO,5,Atchison County,Single Family,1987,4,Atchison
157547,29,MO,5,Atchison County,Single Family,1986,4,Atchison
157548,29,MO,5,Atchison County,Single Family,1985,2,Atchison
157549,29,MO,5,Atchison County,Single Family,1984,4,Atchison
157550,29,MO,5,Atchison County,Single Family,1983,5,Atchison
157551,29,MO,5,Atchison County,Single Family,1981,2,Atchison
157552,29,MO,5,Atchison County,Single Family,1980,3,Atchison
157621,29,MO,7,Audrain County,Single Family,2010,6,Audrain
157622,29,MO,7,Audrain County,Single Family,2009,1,Audrain
157623,29,MO,7,Audrain County,Single Family,2008,14,Audrain
157624,29,MO,7,Audrain County,Single Family,2007,22,Audrain
157625,29,MO,7,Audrain County,Single Family,2006,30,Audrain
157626,29,MO,7,Audrain County,Single Family,2005,15,Audrain
157627,29,MO,7,Audrain County,Single Family,2004,30,Audrain
157628,29,MO,7,Audrain County,Single Family,2003,35,Audrain
157629,29,MO,7,Audrain County,Single Family,2002,19,Audrain
157630,29,MO,7,Audrain County,Single Family,2001,20,Audrain
157631,29,MO,7,Audrain County,Single Family,2000,17,Audrain
157632,29,MO,7,Audrain County,Single Family,1999,28,Audrain
157633,29,MO,7,Audrain County,Single Family,1998,34,Audrain
157634,29,MO,7,Audrain County,Single Family,1997,26,Audrain
157635,29,MO,7,Audrain County,Single Family,1996,49,Audrain
157636,29,MO,7,Audrain County,Single Family,1995,24,Audrain
157637,29,MO,7,Audrain County,Single Family,1994,37,Audrain
157638,29,MO,7,Audrain County,Single Family,1993,21,Audrain
157639,29,MO,7,Audrain County,Single Family,1992,29,Audrain
157640,29,MO,7,Audrain County,Single Family,1991,34,Audrain
157641,29,MO,7,Audrain County,Single Family,1990,20,Audrain
157642,29,MO,7,Audrain County,Single Family,1989,25,Audrain
157643,29,MO,7,Audrain County,Single Family,1988,16,Audrain
157644,29,MO,7,Audrain County,Single Family,1987,19,Audrain
157645,29,MO,7,Audrain County,Single Family,1986,15,Audrain
157646,29,MO,7,Audrain County,Single Family,1985,14,Audrain
157647,29,MO,7,Audrain County,Single Family,1984,23,Audrain
157648,29,MO,7,Audrain County,Single Family,1983,19,Audrain
157649,29,MO,7,Audrain County,Single Family,1982,17,Audrain
157650,29,MO,7,Audrain County,Single Family,1981,26,Audrain
157651,29,MO,7,Audrain County,Single Family,1980,40,Audrain
157728,29,MO,9,Barry County,Single Family,2010,15,Barry
157729,29,MO,9,Barry County,Single Family,2009,27,Barry
157730,29,MO,9,Barry County,Single Family,2008,43,Barry
157731,29,MO,9,Barry County,Single Family,2007,31,Barry
157732,29,MO,9,Barry County,Single Family,2006,47,Barry
157733,29,MO,9,Barry County,Single Family,2005,54,Barry
157734,29,MO,9,Barry County,Single Family,2004,52,Barry
157735,29,MO,9,Barry County,Single Family,2003,39,Barry
157736,29,MO,9,Barry County,Single Family,2002,56,Barry
157737,29,MO,9,Barry County,Single Family,2001,80,Barry
157738,29,MO,9,Barry County,Single Family,2000,65,Barry
157739,29,MO,9,Barry County,Single Family,1999,46,Barry
157740,29,MO,9,Barry County,Single Family,1998,51,Barry
157741,29,MO,9,Barry County,Single Family,1997,52,Barry
157742,29,MO,9,Barry County,Single Family,1996,52,Barry
157743,29,MO,9,Barry County,Single Family,1995,53,Barry
157744,29,MO,9,Barry County,Single Family,1994,47,Barry
157745,29,MO,9,Barry County,Single Family,1993,31,Barry
157746,29,MO,9,Barry County,Single Family,1992,33,Barry
157747,29,MO,9,Barry County,Single Family,1991,17,Barry
157748,29,MO,9,Barry County,Single Family,1990,14,Barry
157749,29,MO,9,Barry County,Single Family,1989,22,Barry
157750,29,MO,9,Barry County,Single Family,1988,22,Barry
157751,29,MO,9,Barry County,Single Family,1987,20,Barry
157752,29,MO,9,Barry County,Single Family,1986,25,Barry
157753,29,MO,9,Barry County,Single Family,1985,27,Barry
157754,29,MO,9,Barry County,Single Family,1984,26,Barry
157755,29,MO,9,Barry County,Single Family,1983,23,Barry
157756,29,MO,9,Barry County,Single Family,1982,25,Barry
157757,29,MO,9,Barry County,Single Family,1981,28,Barry
157758,29,MO,9,Barry County,Single Family,1980,25,Barry
157880,29,MO,11,Barton County,Single Family,2010,7,Barton
157881,29,MO,11,Barton County,Single Family,2008,4,Barton
157882,29,MO,11,Barton County,Single Family,2007,5,Barton
157883,29,MO,11,Barton County,Single Family,2006,7,Barton
157884,29,MO,11,Barton County,Single Family,2005,15,Barton
157885,29,MO,11,Barton County,Single Family,2004,14,Barton
157886,29,MO,11,Barton County,Single Family,2003,9,Barton
157887,29,MO,11,Barton County,Single Family,2002,8,Barton
157888,29,MO,11,Barton County,Single Family,2001,16,Barton
157889,29,MO,11,Barton County,Single Family,2000,13,Barton
157890,29,MO,11,Barton County,Single Family,1999,15,Barton
157891,29,MO,11,Barton County,Single Family,1998,10,Barton
157892,29,MO,11,Barton County,Single Family,1997,14,Barton
157893,29,MO,11,Barton County,Single Family,1996,20,Barton
157894,29,MO,11,Barton County,Single Family,1995,16,Barton
157895,29,MO,11,Barton County,Single Family,1994,24,Barton
157896,29,MO,11,Barton County,Single Family,1993,23,Barton
157897,29,MO,11,Barton County,Single Family,1992,16,Barton
157898,29,MO,11,Barton County,Single Family,1991,13,Barton
157899,29,MO,11,Barton County,Single Family,1990,13,Barton
157900,29,MO,11,Barton County,Single Family,1989,11,Barton
157901,29,MO,11,Barton County,Single Family,1988,9,Barton
157902,29,MO,11,Barton County,Single Family,1987,10,Barton
157903,29,MO,11,Barton County,Single Family,1986,13,Barton
157904,29,MO,11,Barton County,Single Family,1985,12,Barton
157905,29,MO,11,Barton County,Single Family,1984,14,Barton
157906,29,MO,11,Barton County,Single Family,1983,16,Barton
157907,29,MO,11,Barton County,Single Family,1982,10,Barton
157908,29,MO,11,Barton County,Single Family,1981,8,Barton
157909,29,MO,11,Barton County,Single Family,1980,23,Barton
157951,29,MO,13,Bates County,Single Family,2010,22,Bates
157952,29,MO,13,Bates County,Single Family,2009,2,Bates
157953,29,MO,13,Bates County,Single Family,2008,1,Bates
157954,29,MO,13,Bates County,Single Family,2007,6,Bates
157955,29,MO,13,Bates County,Single Family,2006,19,Bates
157956,29,MO,13,Bates County,Single Family,2005,18,Bates
157957,29,MO,13,Bates County,Single Family,2004,37,Bates
157958,29,MO,13,Bates County,Single Family,2003,10,Bates
157959,29,MO,13,Bates County,Single Family,2002,14,Bates
157960,29,MO,13,Bates County,Single Family,2001,6,Bates
157961,29,MO,13,Bates County,Single Family,1999,9,Bates
157962,29,MO,13,Bates County,Single Family,1998,4,Bates
157963,29,MO,13,Bates County,Single Family,1997,7,Bates
157964,29,MO,13,Bates County,Single Family,1996,6,Bates
157965,29,MO,13,Bates County,Single Family,1995,2,Bates
157966,29,MO,13,Bates County,Single Family,1994,5,Bates
157967,29,MO,13,Bates County,Single Family,1993,10,Bates
157968,29,MO,13,Bates County,Single Family,1992,10,Bates
157969,29,MO,13,Bates County,Single Family,1991,6,Bates
157970,29,MO,13,Bates County,Single Family,1990,9,Bates
157971,29,MO,13,Bates County,Single Family,1989,3,Bates
157972,29,MO,13,Bates County,Single Family,1988,12,Bates
157973,29,MO,13,Bates County,Single Family,1987,11,Bates
157974,29,MO,13,Bates County,Single Family,1986,5,Bates
157975,29,MO,13,Bates County,Single Family,1985,3,Bates
157976,29,MO,13,Bates County,Single Family,1983,1,Bates
157977,29,MO,13,Bates County,Single Family,1982,3,Bates
157978,29,MO,13,Bates County,Single Family,1981,3,Bates
157979,29,MO,13,Bates County,Single Family,1980,3,Bates
158043,29,MO,15,Benton County,Single Family,2010,1,Benton
158044,29,MO,15,Benton County,Single Family,2009,5,Benton
158045,29,MO,15,Benton County,Single Family,2008,6,Benton
158046,29,MO,15,Benton County,Single Family,2007,5,Benton
158047,29,MO,15,Benton County,Single Family,2006,7,Benton
158048,29,MO,15,Benton County,Single Family,2005,8,Benton
158049,29,MO,15,Benton County,Single Family,2004,10,Benton
158050,29,MO,15,Benton County,Single Family,2003,8,Benton
158051,29,MO,15,Benton County,Single Family,2002,11,Benton
158052,29,MO,15,Benton County,Single Family,2001,8,Benton
158053,29,MO,15,Benton County,Single Family,2000,5,Benton
158054,29,MO,15,Benton County,Single Family,1999,4,Benton
158055,29,MO,15,Benton County,Single Family,1998,11,Benton
158056,29,MO,15,Benton County,Single Family,1997,9,Benton
158057,29,MO,15,Benton County,Single Family,1996,11,Benton
158058,29,MO,15,Benton County,Single Family,1995,22,Benton
158059,29,MO,15,Benton County,Single Family,1994,28,Benton
158060,29,MO,15,Benton County,Single Family,1993,18,Benton
158061,29,MO,15,Benton County,Single Family,1992,13,Benton
158062,29,MO,15,Benton County,Single Family,1991,13,Benton
158063,29,MO,15,Benton County,Single Family,1990,19,Benton
158064,29,MO,15,Benton County,Single Family,1989,8,Benton
158065,29,MO,15,Benton County,Single Family,1988,2,Benton
158066,29,MO,15,Benton County,Single Family,1987,7,Benton
158067,29,MO,15,Benton County,Single Family,1986,4,Benton
158068,29,MO,15,Benton County,Single Family,1985,6,Benton
158069,29,MO,15,Benton County,Single Family,1984,7,Benton
158070,29,MO,15,Benton County,Single Family,1983,12,Benton
158071,29,MO,15,Benton County,Single Family,1982,7,Benton
158072,29,MO,15,Benton County,Single Family,1981,3,Benton
158073,29,MO,15,Benton County,Single Family,1980,4,Benton
158139,29,MO,17,Bollinger County,Single Family,2010,1,Bollinger
158140,29,MO,17,Bollinger County,Single Family,2009,1,Bollinger
158141,29,MO,17,Bollinger County,Single Family,2008,3,Bollinger
158142,29,MO,17,Bollinger County,Single Family,2007,2,Bollinger
158143,29,MO,17,Bollinger County,Single Family,2005,2,Bollinger
158144,29,MO,17,Bollinger County,Single Family,2004,1,Bollinger
158145,29,MO,17,Bollinger County,Single Family,2003,1,Bollinger
158146,29,MO,17,Bollinger County,Single Family,2002,4,Bollinger
158147,29,MO,17,Bollinger County,Single Family,2001,3,Bollinger
158148,29,MO,17,Bollinger County,Single Family,2000,2,Bollinger
158149,29,MO,17,Bollinger County,Single Family,1999,2,Bollinger
158150,29,MO,17,Bollinger County,Single Family,1998,9,Bollinger
158151,29,MO,17,Bollinger County,Single Family,1997,7,Bollinger
158152,29,MO,17,Bollinger County,Single Family,1996,2,Bollinger
158153,29,MO,17,Bollinger County,Single Family,1995,1,Bollinger
158154,29,MO,17,Bollinger County,Single Family,1992,4,Bollinger
158155,29,MO,17,Bollinger County,Single Family,1990,1,Bollinger
158156,29,MO,17,Bollinger County,Single Family,1988,1,Bollinger
158157,29,MO,17,Bollinger County,Single Family,1987,2,Bollinger
158158,29,MO,17,Bollinger County,Single Family,1986,1,Bollinger
158159,29,MO,17,Bollinger County,Single Family,1984,1,Bollinger
158160,29,MO,17,Bollinger County,Single Family,1983,1,Bollinger
158161,29,MO,17,Bollinger County,Single Family,1982,1,Bollinger
158162,29,MO,17,Bollinger County,Single Family,1981,1,Bollinger
158163,29,MO,17,Bollinger County,Single Family,1980,2,Bollinger
158207,29,MO,19,Boone County,Single Family,2010,547,Boone
158208,29,MO,19,Boone County,Single Family,2009,520,Boone
158209,29,MO,19,Boone County,Single Family,2008,477,Boone
158210,29,MO,19,Boone County,Single Family,2007,863,Boone
158211,29,MO,19,Boone County,Single Family,2006,945,Boone
158212,29,MO,19,Boone County,Single Family,2005,1607,Boone
158213,29,MO,19,Boone County,Single Family,2004,1662,Boone
158214,29,MO,19,Boone County,Single Family,2003,1328,Boone
158215,29,MO,19,Boone County,Single Family,2002,1131,Boone
158216,29,MO,19,Boone County,Single Family,2001,1049,Boone
158217,29,MO,19,Boone County,Single Family,2000,899,Boone
158218,29,MO,19,Boone County,Single Family,1999,1012,Boone
158219,29,MO,19,Boone County,Single Family,1998,1042,Boone
158220,29,MO,19,Boone County,Single Family,1997,856,Boone
158221,29,MO,19,Boone County,Single Family,1996,861,Boone
158222,29,MO,19,Boone County,Single Family,1995,846,Boone
158223,29,MO,19,Boone County,Single Family,1994,1128,Boone
158224,29,MO,19,Boone County,Single Family,1993,1050,Boone
158225,29,MO,19,Boone County,Single Family,1992,823,Boone
158226,29,MO,19,Boone County,Single Family,1991,680,Boone
158227,29,MO,19,Boone County,Single Family,1990,611,Boone
158228,29,MO,19,Boone County,Single Family,1989,596,Boone
158229,29,MO,19,Boone County,Single Family,1988,634,Boone
158230,29,MO,19,Boone County,Single Family,1987,701,Boone
158231,29,MO,19,Boone County,Single Family,1986,583,Boone
158232,29,MO,19,Boone County,Single Family,1985,421,Boone
158233,29,MO,19,Boone County,Single Family,1984,371,Boone
158234,29,MO,19,Boone County,Single Family,1983,315,Boone
158235,29,MO,19,Boone County,Single Family,1982,187,Boone
158236,29,MO,19,Boone County,Single Family,1981,289,Boone
158237,29,MO,19,Boone County,Single Family,1980,368,Boone
158390,29,MO,21,Buchanan County,Single Family,2010,83,Buchanan
158391,29,MO,21,Buchanan County,Single Family,2009,97,Buchanan
158392,29,MO,21,Buchanan County,Single Family,2008,73,Buchanan
158393,29,MO,21,Buchanan County,Single Family,2007,125,Buchanan
158394,29,MO,21,Buchanan County,Single Family,2006,147,Buchanan
158395,29,MO,21,Buchanan County,Single Family,2005,186,Buchanan
158396,29,MO,21,Buchanan County,Single Family,2004,168,Buchanan
158397,29,MO,21,Buchanan County,Single Family,2003,213,Buchanan
158398,29,MO,21,Buchanan County,Single Family,2002,184,Buchanan
158399,29,MO,21,Buchanan County,Single Family,2001,161,Buchanan
158400,29,MO,21,Buchanan County,Single Family,2000,207,Buchanan
158401,29,MO,21,Buchanan County,Single Family,1999,216,Buchanan
158402,29,MO,21,Buchanan County,Single Family,1998,191,Buchanan
158403,29,MO,21,Buchanan County,Single Family,1997,142,Buchanan
158404,29,MO,21,Buchanan County,Single Family,1996,194,Buchanan
158405,29,MO,21,Buchanan County,Single Family,1995,170,Buchanan
158406,29,MO,21,Buchanan County,Single Family,1994,187,Buchanan
158407,29,MO,21,Buchanan County,Single Family,1993,187,Buchanan
158408,29,MO,21,Buchanan County,Single Family,1992,208,Buchanan
158409,29,MO,21,Buchanan County,Single Family,1991,124,Buchanan
158410,29,MO,21,Buchanan County,Single Family,1990,156,Buchanan
158411,29,MO,21,Buchanan County,Single Family,1989,149,Buchanan
158412,29,MO,21,Buchanan County,Single Family,1988,134,Buchanan
158413,29,MO,21,Buchanan County,Single Family,1987,111,Buchanan
158414,29,MO,21,Buchanan County,Single Family,1986,99,Buchanan
158415,29,MO,21,Buchanan County,Single Family,1985,74,Buchanan
158416,29,MO,21,Buchanan County,Single Family,1984,103,Buchanan
158417,29,MO,21,Buchanan County,Single Family,1983,175,Buchanan
158418,29,MO,21,Buchanan County,Single Family,1982,78,Buchanan
158419,29,MO,21,Buchanan County,Single Family,1981,65,Buchanan
158420,29,MO,21,Buchanan County,Single Family,1980,112,Buchanan
158553,29,MO,23,Butler County,Single Family,2010,24,Butler
158554,29,MO,23,Butler County,Single Family,2009,8,Butler
158555,29,MO,23,Butler County,Single Family,2008,20,Butler
158556,29,MO,23,Butler County,Single Family,2007,26,Butler
158557,29,MO,23,Butler County,Single Family,2006,27,Butler
158558,29,MO,23,Butler County,Single Family,2005,34,Butler
158559,29,MO,23,Butler County,Single Family,2004,43,Butler
158560,29,MO,23,Butler County,Single Family,2003,33,Butler
158561,29,MO,23,Butler County,Single Family,2002,32,Butler
158562,29,MO,23,Butler County,Single Family,2001,27,Butler
158563,29,MO,23,Butler County,Single Family,2000,22,Butler
158564,29,MO,23,Butler County,Single Family,1999,19,Butler
158565,29,MO,23,Butler County,Single Family,1998,31,Butler
158566,29,MO,23,Butler County,Single Family,1997,18,Butler
158567,29,MO,23,Butler County,Single Family,1996,37,Butler
158568,29,MO,23,Butler County,Single Family,1995,31,Butler
158569,29,MO,23,Butler County,Single Family,1994,38,Butler
158570,29,MO,23,Butler County,Single Family,1993,40,Butler
158571,29,MO,23,Butler County,Single Family,1992,39,Butler
158572,29,MO,23,Butler County,Single Family,1991,26,Butler
158573,29,MO,23,Butler County,Single Family,1990,25,Butler
158574,29,MO,23,Butler County,Single Family,1989,65,Butler
158575,29,MO,23,Butler County,Single Family,1988,37,Butler
158576,29,MO,23,Butler County,Single Family,1987,40,Butler
158577,29,MO,23,Butler County,Single Family,1986,38,Butler
158578,29,MO,23,Butler County,Single Family,1985,57,Butler
158579,29,MO,23,Butler County,Single Family,1984,23,Butler
158580,29,MO,23,Butler County,Single Family,1983,31,Butler
158581,29,MO,23,Butler County,Single Family,1982,34,Butler
158582,29,MO,23,Butler County,Single Family,1981,47,Butler
158583,29,MO,23,Butler County,Single Family,1980,101,Butler
158643,29,MO,25,Caldwell County,Single Family,2010,17,Caldwell
158644,29,MO,25,Caldwell County,Single Family,2009,21,Caldwell
158645,29,MO,25,Caldwell County,Single Family,2008,17,Caldwell
158646,29,MO,25,Caldwell County,Single Family,2007,20,Caldwell
158647,29,MO,25,Caldwell County,Single Family,2006,24,Caldwell
158648,29,MO,25,Caldwell County,Single Family,2005,48,Caldwell
158649,29,MO,25,Caldwell County,Single Family,2004,56,Caldwell
158650,29,MO,25,Caldwell County,Single Family,2003,40,Caldwell
158651,29,MO,25,Caldwell County,Single Family,2000,2,Caldwell
158652,29,MO,25,Caldwell County,Single Family,1999,2,Caldwell
158653,29,MO,25,Caldwell County,Single Family,1998,6,Caldwell
158654,29,MO,25,Caldwell County,Single Family,1997,2,Caldwell
158655,29,MO,25,Caldwell County,Single Family,1996,2,Caldwell
158656,29,MO,25,Caldwell County,Single Family,1995,3,Caldwell
158657,29,MO,25,Caldwell County,Single Family,1988,2,Caldwell
158658,29,MO,25,Caldwell County,Single Family,1986,1,Caldwell
158659,29,MO,25,Caldwell County,Single Family,1985,1,Caldwell
158660,29,MO,25,Caldwell County,Single Family,1984,2,Caldwell
158661,29,MO,25,Caldwell County,Single Family,1983,1,Caldwell
158662,29,MO,25,Caldwell County,Single Family,1982,1,Caldwell
158663,29,MO,25,Caldwell County,Single Family,1981,2,Caldwell
158703,29,MO,27,Callaway County,Single Family,2010,43,Callaway
158704,29,MO,27,Callaway County,Single Family,2009,45,Callaway
158705,29,MO,27,Callaway County,Single Family,2008,57,Callaway
158706,29,MO,27,Callaway County,Single Family,2007,67,Callaway
158707,29,MO,27,Callaway County,Single Family,2006,158,Callaway
158708,29,MO,27,Callaway County,Single Family,2005,131,Callaway
158709,29,MO,27,Callaway County,Single Family,2004,131,Callaway
158710,29,MO,27,Callaway County,Single Family,2003,82,Callaway
158711,29,MO,27,Callaway County,Single Family,2002,50,Callaway
158712,29,MO,27,Callaway County,Single Family,2001,33,Callaway
158713,29,MO,27,Callaway County,Single Family,2000,38,Callaway
158714,29,MO,27,Callaway County,Single Family,1999,175,Callaway
158715,29,MO,27,Callaway County,Single Family,1998,43,Callaway
158716,29,MO,27,Callaway County,Single Family,1997,26,Callaway
158717,29,MO,27,Callaway County,Single Family,1996,22,Callaway
158718,29,MO,27,Callaway County,Single Family,1995,48,Callaway
158719,29,MO,27,Callaway County,Single Family,1994,20,Callaway
158720,29,MO,27,Callaway County,Single Family,1993,13,Callaway
158721,29,MO,27,Callaway County,Single Family,1992,22,Callaway
158722,29,MO,27,Callaway County,Single Family,1991,18,Callaway
158723,29,MO,27,Callaway County,Single Family,1990,18,Callaway
158724,29,MO,27,Callaway County,Single Family,1989,22,Callaway
158725,29,MO,27,Callaway County,Single Family,1988,27,Callaway
158726,29,MO,27,Callaway County,Single Family,1987,23,Callaway
158727,29,MO,27,Callaway County,Single Family,1986,19,Callaway
158728,29,MO,27,Callaway County,Single Family,1985,13,Callaway
158729,29,MO,27,Callaway County,Single Family,1984,20,Callaway
158730,29,MO,27,Callaway County,Single Family,1983,29,Callaway
158731,29,MO,27,Callaway County,Single Family,1982,17,Callaway
158732,29,MO,27,Callaway County,Single Family,1981,21,Callaway
158733,29,MO,27,Callaway County,Single Family,1980,23,Callaway
158825,29,MO,29,Camden County,Single Family,2010,23,Camden
158826,29,MO,29,Camden County,Single Family,2009,22,Camden
158827,29,MO,29,Camden County,Single Family,2008,44,Camden
158828,29,MO,29,Camden County,Single Family,2007,81,Camden
158829,29,MO,29,Camden County,Single Family,2006,112,Camden
158830,29,MO,29,Camden County,Single Family,2005,70,Camden
158831,29,MO,29,Camden County,Single Family,2004,97,Camden
158832,29,MO,29,Camden County,Single Family,2003,44,Camden
158833,29,MO,29,Camden County,Single Family,2002,42,Camden
158834,29,MO,29,Camden County,Single Family,2001,25,Camden
158835,29,MO,29,Camden County,Single Family,2000,25,Camden
158836,29,MO,29,Camden County,Single Family,1999,32,Camden
158837,29,MO,29,Camden County,Single Family,1998,27,Camden
158838,29,MO,29,Camden County,Single Family,1997,36,Camden
158839,29,MO,29,Camden County,Single Family,1996,36,Camden
158840,29,MO,29,Camden County,Single Family,1995,47,Camden
158841,29,MO,29,Camden County,Single Family,1994,45,Camden
158842,29,MO,29,Camden County,Single Family,1993,44,Camden
158843,29,MO,29,Camden County,Single Family,1992,31,Camden
158844,29,MO,29,Camden County,Single Family,1991,10,Camden
158845,29,MO,29,Camden County,Single Family,1990,4,Camden
158846,29,MO,29,Camden County,Single Family,1989,7,Camden
158847,29,MO,29,Camden County,Single Family,1988,11,Camden
158848,29,MO,29,Camden County,Single Family,1987,15,Camden
158849,29,MO,29,Camden County,Single Family,1986,12,Camden
158850,29,MO,29,Camden County,Single Family,1985,7,Camden
158851,29,MO,29,Camden County,Single Family,1984,15,Camden
158852,29,MO,29,Camden County,Single Family,1983,5,Camden
158853,29,MO,29,Camden County,Single Family,1982,4,Camden
158854,29,MO,29,Camden County,Single Family,1981,9,Camden
158855,29,MO,29,Camden County,Single Family,1980,10,Camden
158977,29,MO,31,Cape Girardeau County,Single Family,2010,72,Cape Girardeau
158978,29,MO,31,Cape Girardeau County,Single Family,2009,64,Cape Girardeau
158979,29,MO,31,Cape Girardeau County,Single Family,2008,80,Cape Girardeau
158980,29,MO,31,Cape Girardeau County,Single Family,2007,161,Cape Girardeau
158981,29,MO,31,Cape Girardeau County,Single Family,2006,138,Cape Girardeau
158982,29,MO,31,Cape Girardeau County,Single Family,2005,181,Cape Girardeau
158983,29,MO,31,Cape Girardeau County,Single Family,2004,177,Cape Girardeau
158984,29,MO,31,Cape Girardeau County,Single Family,2003,155,Cape Girardeau
158985,29,MO,31,Cape Girardeau County,Single Family,2002,156,Cape Girardeau
158986,29,MO,31,Cape Girardeau County,Single Family,2001,151,Cape Girardeau
158987,29,MO,31,Cape Girardeau County,Single Family,2000,150,Cape Girardeau
158988,29,MO,31,Cape Girardeau County,Single Family,1999,184,Cape Girardeau
158989,29,MO,31,Cape Girardeau County,Single Family,1998,198,Cape Girardeau
